opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value,engage_quarter,close_quarter
CZIXINO2,Kami Bicknell,GTX Basic,Finjob,Lost,17-02-17,04-05-17,0,Q1 2017,Q2 2017
HV7Y6184,Kami Bicknell,GTXPro,Nam-zim,Lost,17-02-17,28-05-17,0,Q1 2017,Q2 2017
KIHC1QJQ,Kami Bicknell,GTX Basic,Plexzap,Won,17-02-17,09-05-17,540,Q1 2017,Q2 2017
VBWQO6BM,Niesha Huffines,MG Advanced,Conecom,Lost,17-02-17,14-05-17,0,Q1 2017,Q2 2017
LTZCN1RA,Versie Hillebrand,MG Special,Domzoom,Won,17-02-17,19-05-17,54,Q1 2017,Q2 2017
84LN84VM,Vicki Laflamme,MG Advanced,,Engaging,17-02-17,,,Q1 2017,
YO32O3T9,Zane Levy,GTXPro,Lexiqvolax,Lost,17-02-17,28-05-17,0,Q1 2017,Q2 2017
MU7JWTP6,Cassey Cress,MG Special,,Engaging,18-02-17,,,Q1 2017,
8638OV6W,Corliss Cosme,MG Special,Zathunicon,Lost,18-02-17,26-05-17,0,Q1 2017,Q2 2017
TTJXSO57,Darcel Schlecht,GTXPro,Hottechi,Lost,18-02-17,20-05-17,0,Q1 2017,Q2 2017
K4VP5HK4,Donn Cantrell,MG Advanced,Betasoloin,Won,18-02-17,08-05-17,3602,Q1 2017,Q2 2017
10R46CSK,Lajuana Vencill,MG Advanced,Betatech,Won,18-02-17,07-05-17,2904,Q1 2017,Q2 2017
VBA34LWX,Markita Hansen,GTX Basic,Sonron,Won,18-02-17,31-05-17,571,Q1 2017,Q2 2017
DLJN7WG0,Marty Freudenburg,MG Special,Genco Pura Olive Oil Company,Lost,18-02-17,30-05-17,0,Q1 2017,Q2 2017
FJCCTOPN,Reed Clapper,GTX Basic,Zathunicon,Won,18-02-17,18-06-17,492,Q1 2017,Q2 2017
LR6USOHL,Reed Clapper,GTXPro,Zathunicon,Won,18-02-17,27-05-17,4545,Q1 2017,Q2 2017
5VAV2TUY,Versie Hillebrand,GTX Plus Pro,Cancity,Won,18-02-17,25-03-17,5614,Q1 2017,Q1 2017
HTD2ME9C,Anna Snelling,GTX Plus Pro,Betatech,Won,19-02-17,12-06-17,5370,Q1 2017,Q2 2017
GHUCMUPL,Boris Faz,GTX Basic,Zencorporation,Won,19-02-17,02-05-17,550,Q1 2017,Q2 2017
1LKY3B4X,Cassey Cress,GTX Plus Basic,Yearin,Won,19-02-17,02-03-17,1011,Q1 2017,Q1 2017
7Y5E0RDL,Corliss Cosme,MG Special,Sumace,Won,19-02-17,18-06-17,56,Q1 2017,Q2 2017
9HRMW8SL,Daniell Hammack,MG Special,,Engaging,19-02-17,,,Q1 2017,
BEQIZZ7W,Darcel Schlecht,GTX Plus Basic,Codehow,Won,19-02-17,04-03-17,1217,Q1 2017,Q1 2017
44F8ZE41,Donn Cantrell,GTX Basic,Bubba Gump,Lost,19-02-17,19-05-17,0,Q1 2017,Q2 2017
YJIH415V,Donn Cantrell,MG Advanced,Kan-code,Won,19-02-17,10-05-17,3222,Q1 2017,Q2 2017
K3DQJ796,Garret Kinder,GTX Basic,Bioplex,Lost,19-02-17,14-05-17,0,Q1 2017,Q2 2017
6QF3D2RI,Garret Kinder,GTX Basic,Massive Dynamic,Lost,19-02-17,05-05-17,0,Q1 2017,Q2 2017
G9565UWZ,Garret Kinder,MG Advanced,Opentech,Won,19-02-17,01-03-17,3348,Q1 2017,Q1 2017
RFKIN7FG,Jonathan Berthelot,GTX Basic,Conecom,Lost,19-02-17,25-05-17,0,Q1 2017,Q2 2017
WJQ8VD51,Kami Bicknell,GTX Basic,Faxquote,Engaging,19-02-17,,,Q1 2017,
2BWZLXZ8,Kami Bicknell,GTXPro,Newex,Won,19-02-17,05-03-17,4216,Q1 2017,Q1 2017
1WHXI2RW,Markita Hansen,GTX Plus Basic,,Engaging,19-02-17,,,Q1 2017,
G5JP0G7Q,Markita Hansen,MG Advanced,,Engaging,19-02-17,,,Q1 2017,
2QHRL8CW,Moses Frase,GTX Basic,Stanredtax,Won,19-02-17,28-05-17,404,Q1 2017,Q2 2017
RFYAI0WA,Rosie Papadopoulos,GTX Plus Pro,Initech,Lost,19-02-17,08-06-17,0,Q1 2017,Q2 2017
WH0DJCGL,Rosie Papadopoulos,MG Special,Zathunicon,Lost,19-02-17,14-06-17,0,Q1 2017,Q2 2017
LCW83256,Rosie Papadopoulos,GTXPro,Sumace,Won,19-02-17,04-03-17,5260,Q1 2017,Q1 2017
RVH3UUKY,Vicki Laflamme,MG Advanced,,Engaging,19-02-17,,,Q1 2017,
IHFM8QXN,Vicki Laflamme,GTX Plus Basic,Kan-code,Lost,19-02-17,07-03-17,0,Q1 2017,Q1 2017
QCY951QA,Violet Mclelland,MG Special,Donquadtech,Won,19-02-17,06-05-17,51,Q1 2017,Q2 2017
CG9VXPV1,Zane Levy,GTX Basic,,Engaging,19-02-17,,,Q1 2017,
09BVA55J,Zane Levy,GTX Basic,Scotfind,Won,19-02-17,25-06-17,598,Q1 2017,Q2 2017
2R9HXKXT,Boris Faz,GTX Plus Basic,Konex,Lost,20-02-17,25-05-17,0,Q1 2017,Q2 2017
JLK8KCNN,Boris Faz,MG Special,Zathunicon,Won,20-02-17,24-05-17,42,Q1 2017,Q2 2017
SZQUBIMH,Cassey Cress,GTXPro,Vehement Capital Partners,Won,20-02-17,07-06-17,4689,Q1 2017,Q2 2017
8ZYVKQ27,Cecily Lampkin,GTX Plus Pro,Statholdings,Won,20-02-17,26-06-17,5154,Q1 2017,Q2 2017
25A51PWG,Darcel Schlecht,GTXPro,Gogozoom,Lost,20-02-17,16-05-17,0,Q1 2017,Q2 2017
4B4XCPHT,Donn Cantrell,GTXPro,Zencorporation,Won,20-02-17,05-05-17,5010,Q1 2017,Q2 2017
5JFOA4XC,Gladys Colclough,MG Advanced,Finhigh,Won,20-02-17,14-06-17,3215,Q1 2017,Q2 2017
N5FOEJZ9,Kami Bicknell,GTX Basic,Nam-zim,Lost,20-02-17,03-06-17,0,Q1 2017,Q2 2017
CYWZJ2AI,Kary Hendrixson,GTX Plus Basic,Donquadtech,Engaging,20-02-17,,,Q1 2017,
QTNPGKJ7,Kary Hendrixson,GTXPro,Hatfan,Won,20-02-17,26-06-17,3169,Q1 2017,Q2 2017
EBRWSMI0,Markita Hansen,GTX Plus Basic,Scotfind,Lost,20-02-17,27-06-17,0,Q1 2017,Q2 2017
4PKHDQOQ,Marty Freudenburg,GTX Plus Pro,Funholding,Won,20-02-17,03-06-17,5015,Q1 2017,Q2 2017
3Y9SB2QK,Maureen Marcano,GTX Basic,Dalttechnology,Won,20-02-17,01-03-17,571,Q1 2017,Q1 2017
5MZ0O77T,Reed Clapper,GTXPro,Bubba Gump,Won,20-02-17,16-05-17,4839,Q1 2017,Q2 2017
2EILEDKF,Reed Clapper,MG Advanced,Massive Dynamic,Won,20-02-17,05-03-17,3315,Q1 2017,Q1 2017
J4NX9TK5,Versie Hillebrand,MG Special,Warephase,Won,20-02-17,24-05-17,60,Q1 2017,Q2 2017
Y7N97FW8,Vicki Laflamme,GTXPro,,Engaging,20-02-17,,,Q1 2017,
0IO43YMS,Wilburn Farren,MG Advanced,,Engaging,20-02-17,,,Q1 2017,
5ITSLO0E,Anna Snelling,GTX Plus Basic,Treequote,Won,21-02-17,04-03-17,999,Q1 2017,Q1 2017
6HG76L6U,Boris Faz,GTXPro,,Engaging,21-02-17,,,Q1 2017,
QGW0TI1U,Darcel Schlecht,GTX Basic,Statholdings,Lost,21-02-17,11-06-17,0,Q1 2017,Q2 2017
WJC5J533,Lajuana Vencill,GTX Plus Pro,Finhigh,Won,21-02-17,04-06-17,5401,Q1 2017,Q2 2017
9SLINQY5,Markita Hansen,MG Advanced,Newex,Engaging,21-02-17,,,Q1 2017,
1GIP77EP,Maureen Marcano,GTX Plus Pro,,Engaging,21-02-17,,,Q1 2017,
XGLMCTLG,Moses Frase,GTX Basic,Rundofase,Won,21-02-17,18-06-17,551,Q1 2017,Q2 2017
X6RLT30X,Reed Clapper,GTX Plus Pro,Mathtouch,Lost,21-02-17,23-05-17,0,Q1 2017,Q2 2017
IVT0S1N1,Vicki Laflamme,GTX Basic,Faxquote,Won,21-02-17,20-03-17,600,Q1 2017,Q1 2017
NOLCZMV6,Violet Mclelland,GTXPro,Goodsilron,Engaging,21-02-17,,,Q1 2017,
JEPGSQC9,Violet Mclelland,GTX Plus Pro,Bioplex,Lost,21-02-17,05-05-17,0,Q1 2017,Q2 2017
EEDHCEVZ,Boris Faz,MG Special,The New York Inquirer,Lost,22-02-17,22-05-17,0,Q1 2017,Q2 2017
NHDTSMX2,Cassey Cress,GTXPro,Sumace,Won,22-02-17,02-03-17,4711,Q1 2017,Q1 2017
E36CR33F,Corliss Cosme,MG Advanced,Vehement Capital Partners,Lost,22-02-17,08-06-17,0,Q1 2017,Q2 2017
PNL17RE9,Corliss Cosme,GTXPro,Zencorporation,Won,22-02-17,28-06-17,5133,Q1 2017,Q2 2017
B4SIVH1O,Daniell Hammack,GTX Basic,Fasehatice,Engaging,22-02-17,,,Q1 2017,
VMEVOJVL,Daniell Hammack,GTX Plus Pro,Sumace,Lost,22-02-17,17-05-17,0,Q1 2017,Q2 2017
5EKN0BFN,Daniell Hammack,GTX Plus Pro,Zathunicon,Won,22-02-17,15-05-17,4848,Q1 2017,Q2 2017
R4LH95QS,Daniell Hammack,GTXPro,Mathtouch,Won,22-02-17,03-03-17,4475,Q1 2017,Q1 2017
52CROFH2,Darcel Schlecht,GTX Basic,Betatech,Lost,22-02-17,05-03-17,0,Q1 2017,Q1 2017
REDGEUCP,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,22-02-17,10-03-17,3763,Q1 2017,Q1 2017
6KT5HAR6,Darcel Schlecht,GTXPro,Ron-tech,Won,22-02-17,05-03-17,5006,Q1 2017,Q1 2017
48AJ0X9E,Gladys Colclough,GTXPro,Toughzap,Won,22-02-17,15-06-17,4498,Q1 2017,Q2 2017
RA1UBXY9,Gladys Colclough,GTXPro,Warephase,Won,22-02-17,24-03-17,4375,Q1 2017,Q1 2017
ESZY10SI,Hayden Neloms,MG Advanced,,Engaging,22-02-17,,,Q1 2017,
WGI2GSKJ,Hayden Neloms,GTX Plus Basic,J-Texon,Lost,22-02-17,27-05-17,0,Q1 2017,Q2 2017
W4BNO6UL,Hayden Neloms,MG Advanced,Fasehatice,Won,22-02-17,04-06-17,3763,Q1 2017,Q2 2017
S50A0C2S,Kami Bicknell,GTXPro,J-Texon,Lost,22-02-17,14-03-17,0,Q1 2017,Q1 2017
3H80RIHV,Kami Bicknell,GTX Plus Pro,Sonron,Won,22-02-17,10-05-17,5491,Q1 2017,Q2 2017
KATNS4R4,Lajuana Vencill,GTX Basic,Bioholding,Lost,22-02-17,22-05-17,0,Q1 2017,Q2 2017
L5U7OT6O,Markita Hansen,GTX Plus Pro,Y-corporation,Won,22-02-17,17-06-17,5503,Q1 2017,Q2 2017
QKVUGRN9,Moses Frase,GTX Plus Basic,Rangreen,Lost,22-02-17,30-05-17,0,Q1 2017,Q2 2017
FNY6F0KF,Moses Frase,MG Special,Statholdings,Won,22-02-17,15-05-17,58,Q1 2017,Q2 2017
1W23LEWK,Niesha Huffines,GTX Plus Basic,Genco Pura Olive Oil Company,Won,22-02-17,27-05-17,1051,Q1 2017,Q2 2017
JHJEQ1U3,Niesha Huffines,GTX Plus Pro,Conecom,Won,22-02-17,07-03-17,5604,Q1 2017,Q1 2017
CPJAA632,Reed Clapper,MG Advanced,Xx-zobam,Won,22-02-17,15-05-17,3273,Q1 2017,Q2 2017
Y3CYQGPH,Rosalina Dieter,GTX Basic,,Engaging,22-02-17,,,Q1 2017,
Q19RWR17,Vicki Laflamme,GTX Basic,Rundofase,Engaging,22-02-17,,,Q1 2017,
GVC0RLQE,Vicki Laflamme,GTX Plus Basic,Scotfind,Lost,22-02-17,11-05-17,0,Q1 2017,Q2 2017
9OLYBVNE,Zane Levy,GTX Plus Basic,Scotfind,Won,22-02-17,02-06-17,1220,Q1 2017,Q2 2017
R8N49PHN,Zane Levy,GTX Plus Pro,Singletechno,Won,22-02-17,02-03-17,5497,Q1 2017,Q1 2017
P5EVJUKQ,Anna Snelling,GTX Plus Basic,Conecom,Won,23-02-17,10-06-17,1056,Q1 2017,Q2 2017
XF4648CO,Boris Faz,GTX Basic,Kan-code,Lost,23-02-17,16-06-17,0,Q1 2017,Q2 2017
24UTFDPK,Cassey Cress,GTX Basic,Massive Dynamic,Won,23-02-17,12-03-17,572,Q1 2017,Q1 2017
ERYLM04D,Cecily Lampkin,MG Advanced,Funholding,Won,23-02-17,23-05-17,3668,Q1 2017,Q2 2017
6PW6ZQEE,Corliss Cosme,GTX Basic,,Engaging,23-02-17,,,Q1 2017,
IQ9W1X36,Corliss Cosme,MG Special,Kinnamplus,Won,23-02-17,02-03-17,50,Q1 2017,Q1 2017
GSR9PIF0,Daniell Hammack,MG Advanced,Silis,Won,23-02-17,22-05-17,3509,Q1 2017,Q2 2017
8477482V,Darcel Schlecht,GTXPro,Gogozoom,Won,23-02-17,28-06-17,5643,Q1 2017,Q2 2017
VFZOL6CB,Elease Gluck,MG Special,Dalttechnology,Won,23-02-17,10-03-17,47,Q1 2017,Q1 2017
75ZOJ3O7,Hayden Neloms,MG Advanced,Finjob,Won,23-02-17,08-03-17,3312,Q1 2017,Q1 2017
1QQR82TP,James Ascencio,GTX Plus Pro,Goodsilron,Lost,23-02-17,23-06-17,0,Q1 2017,Q2 2017
4E5A84H1,Kami Bicknell,MG Advanced,,Engaging,23-02-17,,,Q1 2017,
DR6MQSWL,Kami Bicknell,GTX Basic,Labdrill,Won,23-02-17,11-03-17,480,Q1 2017,Q1 2017
KAV5TU8X,Kami Bicknell,MG Advanced,Nam-zim,Won,23-02-17,06-05-17,3208,Q1 2017,Q2 2017
UQ86UOWY,Kary Hendrixson,GTX Basic,Y-corporation,Lost,23-02-17,04-05-17,0,Q1 2017,Q2 2017
A82DG6R5,Kary Hendrixson,GTX Plus Pro,Kan-code,Won,23-02-17,04-05-17,5782,Q1 2017,Q2 2017
37FKT2ZP,Lajuana Vencill,GTX Plus Pro,Rangreen,Won,23-02-17,23-05-17,5827,Q1 2017,Q2 2017
03VCDZEE,Maureen Marcano,GTXPro,,Engaging,23-02-17,,,Q1 2017,
MVXB9PS5,Maureen Marcano,GTX Basic,Newex,Lost,23-02-17,17-06-17,0,Q1 2017,Q2 2017
M2TZSYTN,Moses Frase,GTX Basic,Bioholding,Won,23-02-17,16-06-17,516,Q1 2017,Q2 2017
KGJL5GHX,Moses Frase,GTX Plus Basic,Condax,Won,23-02-17,06-06-17,956,Q1 2017,Q2 2017
IF7DSONM,Moses Frase,MG Special,Stanredtax,Won,23-02-17,15-03-17,52,Q1 2017,Q1 2017
RR4FWSVB,Moses Frase,MG Advanced,Toughzap,Won,23-02-17,11-05-17,3025,Q1 2017,Q2 2017
C5IWM5VJ,Reed Clapper,GTXPro,The New York Inquirer,Won,23-02-17,10-06-17,5618,Q1 2017,Q2 2017
9WZ3I1TF,Rosie Papadopoulos,GTXPro,Umbrella Corporation,Won,23-02-17,09-05-17,4867,Q1 2017,Q2 2017
IO4GTLAB,Zane Levy,GTX Plus Basic,Kan-code,Won,23-02-17,14-03-17,929,Q1 2017,Q1 2017
7ONH55WT,Cassey Cress,GTX Basic,,Engaging,24-02-17,,,Q1 2017,
06T2UPDG,Cecily Lampkin,MG Special,dambase,Lost,24-02-17,05-06-17,0,Q1 2017,Q2 2017
CMKXOOJQ,Corliss Cosme,GTX Basic,,Engaging,24-02-17,,,Q1 2017,
9L6ADU5C,Corliss Cosme,MG Advanced,Xx-zobam,Lost,24-02-17,11-05-17,0,Q1 2017,Q2 2017
U185INDA,Darcel Schlecht,GTXPro,Toughzap,Won,24-02-17,05-05-17,5010,Q1 2017,Q2 2017
2AGLONC4,Donn Cantrell,GTXPro,Bluth Company,Won,24-02-17,15-05-17,5621,Q1 2017,Q2 2017
TBDUMBLA,Donn Cantrell,MG Advanced,Iselectrics,Won,24-02-17,02-05-17,3233,Q1 2017,Q2 2017
0AXGVKN8,Garret Kinder,MG Special,Acme Corporation,Won,24-02-17,28-05-17,55,Q1 2017,Q2 2017
TAPNNL1W,Garret Kinder,MG Advanced,Bioplex,Won,24-02-17,07-03-17,3278,Q1 2017,Q1 2017
R9ZAKBFE,Gladys Colclough,GTX Plus Basic,Domzoom,Won,24-02-17,10-03-17,1155,Q1 2017,Q1 2017
Y40ADYX7,Hayden Neloms,MG Advanced,Goodsilron,Won,24-02-17,11-03-17,3550,Q1 2017,Q1 2017
R7GVZT8J,Jonathan Berthelot,MG Advanced,Stanredtax,Lost,24-02-17,10-05-17,0,Q1 2017,Q2 2017
RSEDY99J,Jonathan Berthelot,GTX Plus Basic,Hottechi,Won,24-02-17,16-06-17,1055,Q1 2017,Q2 2017
NR947OAB,Kami Bicknell,GTXPro,,Engaging,24-02-17,,,Q1 2017,
LMKNU8IZ,Markita Hansen,GTXPro,,Engaging,24-02-17,,,Q1 2017,
D5NZQIWU,Markita Hansen,GTX Plus Basic,Sonron,Lost,24-02-17,20-06-17,0,Q1 2017,Q2 2017
Z0BGG6IJ,Markita Hansen,GTX Basic,Y-corporation,Won,24-02-17,05-05-17,595,Q1 2017,Q2 2017
ZCA1IRGD,Moses Frase,MG Advanced,Warephase,Won,24-02-17,06-05-17,3063,Q1 2017,Q2 2017
NPB8ZLEO,Vicki Laflamme,MG Advanced,Konex,Lost,24-02-17,13-05-17,0,Q1 2017,Q2 2017
HJIO57TA,Violet Mclelland,MG Advanced,Massive Dynamic,Won,24-02-17,06-06-17,3246,Q1 2017,Q2 2017
U6N053E1,Anna Snelling,GTX Basic,Scottech,Won,25-02-17,02-03-17,423,Q1 2017,Q1 2017
R5RSH4JV,Boris Faz,GTX Plus Pro,,Engaging,25-02-17,,,Q1 2017,
MTKCJVFO,Cassey Cress,GTX Basic,Initech,Won,25-02-17,18-06-17,542,Q1 2017,Q2 2017
KIP060D0,Cassey Cress,GTXPro,Ontomedia,Won,25-02-17,08-03-17,5040,Q1 2017,Q1 2017
YOISPUC6,Corliss Cosme,GTX Plus Basic,Kan-code,Lost,25-02-17,21-05-17,0,Q1 2017,Q2 2017
2MHTTXX0,Darcel Schlecht,GTX Plus Pro,Rangreen,Lost,25-02-17,17-06-17,0,Q1 2017,Q2 2017
QU4FNKZL,Darcel Schlecht,GTXPro,Statholdings,Won,25-02-17,09-05-17,5423,Q1 2017,Q2 2017
GZUKDP7F,Darcel Schlecht,MG Advanced,Cancity,Won,25-02-17,13-06-17,3295,Q1 2017,Q2 2017
S519S1EK,Donn Cantrell,GTX Basic,Plussunin,Won,25-02-17,02-06-17,568,Q1 2017,Q2 2017
AL554AUI,Donn Cantrell,GTX Basic,Xx-zobam,Won,25-02-17,26-05-17,640,Q1 2017,Q2 2017
MCWDHOBT,Elease Gluck,GTXPro,Plusstrip,Won,25-02-17,19-05-17,4612,Q1 2017,Q2 2017
GDZV8N5W,Gladys Colclough,GTXPro,Domzoom,Lost,25-02-17,26-05-17,0,Q1 2017,Q2 2017
X1D1HYMM,James Ascencio,GTX Plus Pro,,Engaging,25-02-17,,,Q1 2017,
F4FLJ0WW,James Ascencio,GTX Plus Basic,Goodsilron,Lost,25-02-17,26-05-17,0,Q1 2017,Q2 2017
P3VM7655,Jonathan Berthelot,MG Advanced,Dontechi,Won,25-02-17,06-05-17,3281,Q1 2017,Q2 2017
5QU60VGE,Kami Bicknell,GTX Basic,Finjob,Lost,25-02-17,12-03-17,0,Q1 2017,Q1 2017
3CLBPMYZ,Kami Bicknell,GTX Plus Basic,Labdrill,Lost,25-02-17,08-03-17,0,Q1 2017,Q1 2017
G17JEA75,Kami Bicknell,MG Special,Rantouch,Won,25-02-17,11-03-17,59,Q1 2017,Q1 2017
BGU0JJ9X,Marty Freudenburg,GTX Plus Basic,Scottech,Won,25-02-17,30-06-17,1081,Q1 2017,Q2 2017
U02OIJGK,Marty Freudenburg,GTX Plus Basic,Zumgoity,Won,25-02-17,09-05-17,962,Q1 2017,Q2 2017
3N7ZXGMF,Niesha Huffines,GTX Plus Basic,Codehow,Won,25-02-17,06-03-17,1123,Q1 2017,Q1 2017
0QHI3KG5,Reed Clapper,MG Advanced,Xx-zobam,Won,25-02-17,10-06-17,3075,Q1 2017,Q2 2017
0WWDVOM3,Rosalina Dieter,MG Special,Condax,Won,25-02-17,09-05-17,50,Q1 2017,Q2 2017
QPPUCKFM,Rosalina Dieter,MG Special,Dalttechnology,Won,25-02-17,06-03-17,47,Q1 2017,Q1 2017
VGE4M1C9,Versie Hillebrand,MG Special,Globex Corporation,Lost,25-02-17,08-03-17,0,Q1 2017,Q1 2017
56XQOTXV,Versie Hillebrand,GTX Plus Pro,Betatech,Won,25-02-17,17-05-17,4494,Q1 2017,Q2 2017
1JC9DMNJ,Vicki Laflamme,MG Special,Hottechi,Lost,25-02-17,06-05-17,0,Q1 2017,Q2 2017
AK2LRFXF,Vicki Laflamme,MG Special,Singletechno,Won,25-02-17,11-03-17,61,Q1 2017,Q1 2017
UCK7JRXG,Vicki Laflamme,MG Advanced,Goodsilron,Won,25-02-17,13-05-17,3418,Q1 2017,Q2 2017
GVYF29NM,Violet Mclelland,MG Advanced,,Engaging,25-02-17,,,Q1 2017,
DN6SG3US,Wilburn Farren,GTX Plus Pro,,Engaging,25-02-17,,,Q1 2017,
WM30CUBE,Wilburn Farren,MG Advanced,Konex,Won,25-02-17,02-06-17,3336,Q1 2017,Q2 2017
EW28ZONV,Zane Levy,GTX Plus Basic,,Engaging,25-02-17,,,Q1 2017,
8DWOWB6Y,Anna Snelling,GTX Basic,Betatech,Lost,26-02-17,16-03-17,0,Q1 2017,Q1 2017
BGNB966A,Boris Faz,GTX Plus Pro,Mathtouch,Won,26-02-17,13-03-17,4766,Q1 2017,Q1 2017
4Q4CLZCH,Corliss Cosme,MG Advanced,Plussunin,Lost,26-02-17,10-06-17,0,Q1 2017,Q2 2017
YQ24IWRQ,Daniell Hammack,GTX Basic,Ganjaflex,Won,26-02-17,27-05-17,592,Q1 2017,Q2 2017
Z30RS0CL,Donn Cantrell,GTX Basic,Iselectrics,Lost,26-02-17,01-06-17,0,Q1 2017,Q2 2017
FRB34F3W,Elease Gluck,MG Special,Green-Plus,Lost,26-02-17,24-05-17,0,Q1 2017,Q2 2017
CGEHFK9N,Gladys Colclough,GTXPro,Treequote,Lost,26-02-17,29-05-17,0,Q1 2017,Q2 2017
4A189ZAB,Gladys Colclough,GTXPro,Dontechi,Won,26-02-17,08-06-17,5142,Q1 2017,Q2 2017
0HELH2Q0,James Ascencio,GTX Plus Basic,Cheers,Lost,26-02-17,29-05-17,0,Q1 2017,Q2 2017
9E8A7MQ8,Kary Hendrixson,GTX Plus Pro,Blackzim,Engaging,26-02-17,,,Q1 2017,
HG5P21RO,Lajuana Vencill,MG Advanced,Gogozoom,Lost,26-02-17,08-05-17,0,Q1 2017,Q2 2017
MGP9HCUL,Markita Hansen,GTX Plus Basic,Plexzap,Lost,26-02-17,16-06-17,0,Q1 2017,Q2 2017
HVZMZW96,Maureen Marcano,GTX Plus Basic,,Engaging,26-02-17,,,Q1 2017,
1H1YDS7C,Maureen Marcano,GTX Plus Basic,,Engaging,26-02-17,,,Q1 2017,
FZC2J90W,Maureen Marcano,MG Advanced,Bluth Company,Engaging,26-02-17,,,Q1 2017,
XX84TIMO,Maureen Marcano,GTX Plus Basic,Faxquote,Lost,26-02-17,26-06-17,0,Q1 2017,Q2 2017
2JFS8EGS,Maureen Marcano,MG Special,Nam-zim,Lost,26-02-17,03-05-17,0,Q1 2017,Q2 2017
GBMHNLRO,Moses Frase,GTX Basic,Dontechi,Won,26-02-17,15-03-17,660,Q1 2017,Q1 2017
NAVG0P26,Moses Frase,GTX Basic,Rundofase,Won,26-02-17,26-05-17,443,Q1 2017,Q2 2017
DK955UBP,Niesha Huffines,MG Special,Codehow,Lost,26-02-17,20-05-17,0,Q1 2017,Q2 2017
0OOZE4GN,Rosie Papadopoulos,GTX Plus Pro,Zotware,Lost,26-02-17,03-03-17,0,Q1 2017,Q1 2017
3P0T15VX,Rosie Papadopoulos,MG Special,The New York Inquirer,Lost,26-02-17,18-05-17,0,Q1 2017,Q2 2017
GK0A4IQW,Versie Hillebrand,MG Special,Domzoom,Won,26-02-17,18-06-17,61,Q1 2017,Q2 2017
UI3DE2C4,Zane Levy,GTX Plus Basic,,Engaging,26-02-17,,,Q1 2017,
UXJSIAVS,Zane Levy,GTX Plus Pro,Y-corporation,Won,26-02-17,14-03-17,4846,Q1 2017,Q1 2017
KR4K652E,Anna Snelling,GTX Basic,dambase,Won,27-02-17,04-06-17,574,Q1 2017,Q2 2017
J2SR2H1Y,Cassey Cress,GTX Basic,Ganjaflex,Lost,27-02-17,18-06-17,0,Q1 2017,Q2 2017
4U5VTUJL,Cassey Cress,GTXPro,Sumace,Lost,27-02-17,22-05-17,0,Q1 2017,Q2 2017
VTT447YT,Cecily Lampkin,GTX Basic,Conecom,Won,27-02-17,03-05-17,497,Q1 2017,Q2 2017
8JJY9B08,Corliss Cosme,GTX Basic,Xx-zobam,Lost,27-02-17,04-05-17,0,Q1 2017,Q2 2017
STTAXKIU,Corliss Cosme,GTX Plus Pro,Konex,Won,27-02-17,30-05-17,5159,Q1 2017,Q2 2017
25FUROM1,Daniell Hammack,GTX Plus Basic,Y-corporation,Engaging,27-02-17,,,Q1 2017,
PX4OW5SC,Darcel Schlecht,MG Special,Codehow,Lost,27-02-17,02-05-17,0,Q1 2017,Q2 2017
87MEZS8G,Darcel Schlecht,GTXPro,Conecom,Won,27-02-17,13-05-17,4311,Q1 2017,Q2 2017
SLIWHUIM,Donn Cantrell,GTX Basic,Ganjaflex,Won,27-02-17,22-05-17,609,Q1 2017,Q2 2017
XBVFZ1IR,Gladys Colclough,GTX Plus Basic,Cancity,Won,27-02-17,24-06-17,1008,Q1 2017,Q2 2017
7B3J333S,Gladys Colclough,GTXPro,Zumgoity,Won,27-02-17,22-06-17,4458,Q1 2017,Q2 2017
9X2S0K15,Hayden Neloms,MG Advanced,,Engaging,27-02-17,,,Q1 2017,
3N9I1WH7,Hayden Neloms,MG Advanced,Plexzap,Won,27-02-17,26-05-17,2964,Q1 2017,Q2 2017
TMW4J6NA,James Ascencio,GTX Plus Pro,Lexiqvolax,Lost,27-02-17,04-06-17,0,Q1 2017,Q2 2017
ZI1MPYF3,James Ascencio,MG Advanced,Dalttechnology,Won,27-02-17,05-06-17,3813,Q1 2017,Q2 2017
L6KOBEBZ,Jonathan Berthelot,GTX Basic,Rundofase,Won,27-02-17,27-05-17,528,Q1 2017,Q2 2017
Z2S4KUPO,Kary Hendrixson,GTX Plus Basic,Rantouch,Won,27-02-17,10-03-17,1173,Q1 2017,Q1 2017
GIW1PN4L,Kary Hendrixson,GTXPro,Kan-code,Won,27-02-17,19-06-17,3893,Q1 2017,Q2 2017
E57F5Z2K,Kary Hendrixson,GTXPro,Sonron,Won,27-02-17,15-03-17,4678,Q1 2017,Q1 2017
38KKSE72,Lajuana Vencill,GTX Basic,Bioholding,Won,27-02-17,01-06-17,530,Q1 2017,Q2 2017
0GJ586J0,Markita Hansen,MG Special,Sunnamplex,Lost,27-02-17,14-03-17,0,Q1 2017,Q1 2017
4V0S4BA3,Markita Hansen,GTK 500,Goodsilron,Won,27-02-17,27-06-17,29617,Q1 2017,Q2 2017
1LTD5TKV,Marty Freudenburg,GTX Plus Basic,Isdom,Won,27-02-17,09-05-17,1028,Q1 2017,Q2 2017
VBM56CIF,Marty Freudenburg,MG Advanced,Domzoom,Won,27-02-17,28-06-17,2863,Q1 2017,Q2 2017
